LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content
642,-,1782372664,2026.06.25,R24-M1-N6-C:J05-U01,2026-06-25-07.31.04.227558,R24-M1-N6-C:J05-U01,RAS,KERNEL,INFO,generating core.16623
643,-,1782372666,2026.06.25,R25-M0-NA-C:J13-U11,2026-06-25-07.31.06.502681,R25-M0-NA-C:J13-U11,RAS,KERNEL,INFO,generating core.10429
644,-,1782372696,2026.06.25,R36-M1-N0-C:J17-U11,2026-06-25-07.31.36.219036,R36-M1-N0-C:J17-U11,RAS,KERNEL,INFO,generating core.32116
645,-,1782372718,2026.06.25,R30-M1-N8-C:J15-U11,2026-06-25-07.31.58.911709,R30-M1-N8-C:J15-U11,RAS,KERNEL,INFO,generating core.15924
646,-,1782372815,2026.06.25,R30-M0-NB-C:J09-U01,2026-06-25-07.33.35.951092,R30-M0-NB-C:J09-U01,RAS,KERNEL,INFO,"CE sym 2, at 0x0d09f1c0, mask 0x80"
647,-,1782372835,2026.06.25,R37-M1-N6-C:J03-U11,2026-06-25-07.33.55.349138,R37-M1-N6-C:J03-U11,RAS,KERNEL,INFO,generating core.9079
648,-,1782372846,2026.06.25,R27-M1-NB-C:J12-U11,2026-06-25-07.34.06.317915,R27-M1-NB-C:J12-U11,RAS,KERNEL,INFO,generating core.6425
649,-,1782372848,2026.06.25,R26-M1-N1-C:J16-U01,2026-06-25-07.34.08.953149,R26-M1-N1-C:J16-U01,RAS,KERNEL,INFO,generating core.3400
650,-,1782372864,2026.06.25,R31-M0-NA-C:J03-U11,2026-06-25-07.34.24.016078,R31-M0-NA-C:J03-U11,RAS,KERNEL,INFO,generating core.6711
651,-,1782372921,2026.06.25,R34-M0-N2-C:J04-U11,2026-06-25-07.35.21.222096,R34-M0-N2-C:J04-U11,RAS,KERNEL,INFO,generating core.2263
652,-,1782372933,2026.06.25,R25-M0-ND-C:J09-U01,2026-06-25-07.35.33.982683,R25-M0-ND-C:J09-U01,RAS,KERNEL,INFO,generating core.9386
653,-,1782372959,2026.06.25,R22-M1-N0-C:J10-U11,2026-06-25-07.35.59.199254,R22-M1-N0-C:J10-U11,RAS,KERNEL,INFO,generating core.4061
654,-,1782372987,2026.06.25,R34-M1-N4-C:J07-U11,2026-06-25-07.36.27.777493,R34-M1-N4-C:J07-U11,RAS,KERNEL,INFO,generating core.14070
655,-,1782373138,2026.06.25,R34-M1-N4-C:J10-U01,2026-06-25-07.38.58.123014,R34-M1-N4-C:J10-U01,RAS,KERNEL,INFO,generating core.14021
656,-,1782373166,2026.06.25,R16-M1-N1-C:J05-U01,2026-06-25-07.39.26.783159,R16-M1-N1-C:J05-U01,RAS,KERNEL,INFO,generating core.1715
657,-,1782373176,2026.06.25,R17-M0-NF-C:J10-U11,2026-06-25-07.39.36.790973,R17-M0-NF-C:J10-U11,RAS,KERNEL,INFO,generating core.4489
658,-,1782373217,2026.06.25,R11-M1-N6-C:J16-U11,2026-06-25-07.40.17.502184,R11-M1-N6-C:J16-U11,RAS,KERNEL,INFO,generating core.2092
659,-,1782373268,2026.06.25,R15-M0-N8-C:J02-U11,2026-06-25-07.41.08.958861,R15-M0-N8-C:J02-U11,RAS,KERNEL,INFO,generating core.5967
660,-,1782373343,2026.06.25,R11-M1-N3-C:J07-U11,2026-06-25-07.42.23.254377,R11-M1-N3-C:J07-U11,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected
661,-,1782373393,2026.06.25,R33-M1-NE-C:J07-U01,2026-06-25-07.43.13.729417,R33-M1-NE-C:J07-U01,RAS,KERNEL,INFO,118661512 double-hummer alignment exceptions
662,-,1782373400,2026.06.25,R24-M0-N1-C:J03-U01,2026-06-25-07.43.20.633760,R24-M0-N1-C:J03-U01,RAS,KERNEL,INFO,112099344 double-hummer alignment exceptions
663,-,1782373401,2026.06.25,R22-M1-N3-C:J02-U01,2026-06-25-07.43.21.737954,R22-M1-N3-C:J02-U01,RAS,KERNEL,INFO,113170696 double-hummer alignment exceptions
664,-,1782373411,2026.06.25,R26-M1-N1-C:J11-U01,2026-06-25-07.43.31.214447,R26-M1-N1-C:J11-U01,RAS,KERNEL,INFO,117400328 double-hummer alignment exceptions
665,-,1782373413,2026.06.25,R30-M1-N2-C:J11-U11,2026-06-25-07.43.33.415898,R30-M1-N2-C:J11-U11,RAS,KERNEL,INFO,112762744 double-hummer alignment exceptions
666,-,1782373430,2026.06.25,R23-M1-N6-C:J14-U11,2026-06-25-07.43.50.959579,R23-M1-N6-C:J14-U11,RAS,KERNEL,INFO,116130784 double-hummer alignment exceptions
667,-,1782373441,2026.06.25,R11-M1-NE-C:J06-U01,2026-06-25-07.44.01.250956,R11-M1-NE-C:J06-U01,RAS,KERNEL,INFO,114147592 double-hummer alignment exceptions
668,-,1782373455,2026.06.25,R00-M1-N9-C:J16-U01,2026-06-25-07.44.15.578897,R00-M1-N9-C:J16-U01,RAS,KERNEL,INFO,113622512 double-hummer alignment exceptions
669,-,1782373458,2026.06.25,R13-M0-N7-C:J09-U01,2026-06-25-07.44.18.337237,R13-M0-N7-C:J09-U01,RAS,KERNEL,INFO,114059360 double-hummer alignment exceptions
670,-,1782373490,2026.06.25,R03-M0-N7-C:J12-U01,2026-06-25-07.44.50.813185,R03-M0-N7-C:J12-U01,RAS,KERNEL,INFO,114091808 double-hummer alignment exceptions
671,-,1782373519,2026.06.25,R01-M0-NE-C:J05-U11,2026-06-25-07.45.19.296809,R01-M0-NE-C:J05-U11,RAS,KERNEL,INFO,115325776 double-hummer alignment exceptions
672,-,1782373525,2026.06.25,R36-M0-N4-C:J04-U01,2026-06-25-07.45.25.399152,R36-M0-N4-C:J04-U01,RAS,KERNEL,INFO,113982272 double-hummer alignment exceptions
673,-,1782373548,2026.06.25,R22-M1-N8-C:J09-U01,2026-06-25-07.45.48.488899,R22-M1-N8-C:J09-U01,RAS,KERNEL,INFO,113355952 double-hummer alignment exceptions
674,-,1782373564,2026.06.25,R34-M0-N0-C:J17-U11,2026-06-25-07.46.04.559572,R34-M0-N0-C:J17-U11,RAS,KERNEL,INFO,115193048 double-hummer alignment exceptions
675,-,1782373596,2026.06.25,R26-M0-N3-C:J08-U01,2026-06-25-07.46.36.680233,R26-M0-N3-C:J08-U01,RAS,KERNEL,INFO,111990296 double-hummer alignment exceptions
676,-,1782373607,2026.06.25,R21-M0-N2-C:J07-U01,2026-06-25-07.46.47.376710,R21-M0-N2-C:J07-U01,RAS,KERNEL,INFO,112625368 double-hummer alignment exceptions
677,-,1782373624,2026.06.25,R30-M1-N6-C:J14-U11,2026-06-25-07.47.04.323404,R30-M1-N6-C:J14-U11,RAS,KERNEL,INFO,116249832 double-hummer alignment exceptions
678,-,1782373662,2026.06.25,R23-M0-N3-C:J12-U11,2026-06-25-07.47.42.274267,R23-M0-N3-C:J12-U11,RAS,KERNEL,INFO,112481672 double-hummer alignment exceptions
679,-,1782373693,2026.06.25,R11-M1-N3-C:J10-U11,2026-06-25-07.48.13.377114,R11-M1-N3-C:J10-U11,RAS,KERNEL,INFO,116332728 double-hummer alignment exceptions
680,-,1782373723,2026.06.25,R36-M0-N7-C:J04-U11,2026-06-25-07.48.43.537727,R36-M0-N7-C:J04-U11,RAS,KERNEL,INFO,generating core.691
681,-,1782373754,2026.06.25,R31-M1-N5-C:J02-U11,2026-06-25-07.49.14.925695,R31-M1-N5-C:J02-U11,RAS,KERNEL,INFO,generating core.52403
682,-,1782373761,2026.06.25,R37-M0-NB-C:J05-U01,2026-06-25-07.49.21.521433,R37-M0-NB-C:J05-U01,RAS,KERNEL,INFO,generating core.12883
683,-,1782373769,2026.06.25,R20-M1-NA-C:J04-U11,2026-06-25-07.49.29.488640,R20-M1-NA-C:J04-U11,RAS,KERNEL,INFO,generating core.4159
684,-,1782373797,2026.06.25,R22-M1-N2-C:J08-U11,2026-06-25-07.49.57.103398,R22-M1-N2-C:J08-U11,RAS,KERNEL,INFO,generating core.5054
685,-,1782373840,2026.06.25,R27-M0-N6-C:J09-U11,2026-06-25-07.50.40.841814,R27-M0-N6-C:J09-U11,RAS,KERNEL,INFO,generating core.17150
686,-,1782373875,2026.06.25,R31-M0-N1-C:J09-U01,2026-06-25-07.51.15.757505,R31-M0-N1-C:J09-U01,RAS,KERNEL,INFO,generating core.47314
687,-,1782373878,2026.06.25,R34-M0-N3-C:J14-U01,2026-06-25-07.51.18.492296,R34-M0-N3-C:J14-U01,RAS,KERNEL,INFO,generating core.5520
688,-,1782373894,2026.06.25,R25-M0-N7-C:J10-U01,2026-06-25-07.51.34.798625,R25-M0-N7-C:J10-U01,RAS,KERNEL,INFO,generating core.17817
689,-,1782373935,2026.06.25,R30-M0-ND-C:J09-U01,2026-06-25-07.52.15.880521,R30-M0-ND-C:J09-U01,RAS,KERNEL,INFO,generating core.34898
690,-,1782373948,2026.06.25,R23-M1-N2-C:J02-U01,2026-06-25-07.52.28.335788,R23-M1-N2-C:J02-U01,RAS,KERNEL,INFO,generating core.47007
691,-,1782373954,2026.06.25,R23-M0-N7-C:J02-U11,2026-06-25-07.52.34.958745,R23-M0-N7-C:J02-U11,RAS,KERNEL,INFO,generating core.18363
692,-,1782373988,2026.06.25,R23-M0-N2-C:J07-U01,2026-06-25-07.53.08.212994,R23-M0-N2-C:J07-U01,RAS,KERNEL,INFO,generating core.22494
693,-,1782373993,2026.06.25,R32-M1-N8-C:J05-U01,2026-06-25-07.53.13.388712,R32-M1-N8-C:J05-U01,RAS,KERNEL,INFO,"CE sym 16, at 0x0456cd40, mask 0x04"
694,-,1782373999,2026.06.25,R23-M0-N5-C:J04-U01,2026-06-25-07.53.19.328122,R23-M0-N5-C:J04-U01,RAS,KERNEL,INFO,generating core.26059
695,-,1782374095,2026.06.25,R20-M1-N4-C:J02-U01,2026-06-25-07.54.55.434037,R20-M1-N4-C:J02-U01,RAS,KERNEL,INFO,generating core.17999
696,-,1782374114,2026.06.25,R22-M0-N4-C:J02-U01,2026-06-25-07.55.14.047936,R22-M0-N4-C:J02-U01,RAS,KERNEL,INFO,generating core.30671
697,-,1782374140,2026.06.25,R20-M1-NB-C:J15-U01,2026-06-25-07.55.40.589849,R20-M1-NB-C:J15-U01,RAS,KERNEL,INFO,generating core.2600
698,-,1782374171,2026.06.25,R26-M0-N3-C:J14-U11,2026-06-25-07.56.11.906058,R26-M0-N3-C:J14-U11,RAS,KERNEL,INFO,generating core.15192
699,-,1782374255,2026.06.25,R31-M1-N5-C:J15-U11,2026-06-25-07.57.35.232022,R31-M1-N5-C:J15-U11,RAS,KERNEL,INFO,generating core.26224
700,-,1782374263,2026.06.25,R31-M1-N5-C:J17-U11,2026-06-25-07.57.43.777259,R31-M1-N5-C:J17-U11,RAS,KERNEL,INFO,generating core.25712
701,-,1782374264,2026.06.25,R37-M0-NA-C:J04-U11,2026-06-25-07.57.44.153011,R37-M0-NA-C:J04-U11,RAS,KERNEL,INFO,generating core.22807
702,-,1782374334,2026.06.25,R00-M0-NC-C:J17-U11,2026-06-25-07.58.54.017007,R00-M0-NC-C:J17-U11,RAS,KERNEL,INFO,generating core.284
703,-,1782374363,2026.06.25,R01-M0-NC-C:J12-U01,2026-06-25-07.59.23.273441,R01-M0-NC-C:J12-U01,RAS,KERNEL,INFO,generating core.5381
704,-,1782374447,2026.06.25,R23-M0-NB-C:J05-U01,2026-06-25-08.00.47.580189,R23-M0-NB-C:J05-U01,RAS,KERNEL,INFO,generating core.27051
705,-,1782374463,2026.06.25,R24-M0-N6-C:J15-U01,2026-06-25-08.01.03.980165,R24-M0-N6-C:J15-U01,RAS,KERNEL,INFO,generating core.29420
706,-,1782374507,2026.06.25,R35-M1-NE-C:J09-U11,2026-06-25-08.01.47.612401,R35-M1-NE-C:J09-U11,RAS,KERNEL,INFO,generating core.8374
707,-,1782374524,2026.06.25,R20-M0-N0-C:J06-U11,2026-06-25-08.02.04.607275,R20-M0-N0-C:J06-U11,RAS,KERNEL,INFO,generating core.15966
708,-,1782374591,2026.06.25,R00-M1-N2-C:J02-U11,2026-06-25-08.03.11.754987,R00-M1-N2-C:J02-U11,RAS,KERNEL,INFO,generating core.7855
709,-,1782374611,2026.06.25,R05-M1-N7-C:J15-U11,2026-06-25-08.03.31.437862,R05-M1-N7-C:J15-U11,RAS,KERNEL,INFO,generating core.2296
710,-,1782374646,2026.06.25,R05-M0-NE-C:J04-U11,2026-06-25-08.04.06.309531,R05-M0-NE-C:J04-U11,RAS,KERNEL,INFO,generating core.1103
711,-,1782374654,2026.06.25,R05-M0-N9-C:J07-U11,2026-06-25-08.04.14.159814,R05-M0-N9-C:J07-U11,RAS,KERNEL,INFO,generating core.2010
712,-,1782374672,2026.06.25,R04-M1-N6-C:J12-U11,2026-06-25-08.04.32.205721,R04-M1-N6-C:J12-U11,RAS,KERNEL,INFO,generating core.3181
713,-,1782374673,2026.06.25,R26-M0-N9-C:J08-U01,2026-06-25-08.04.33.345888,R26-M0-N9-C:J08-U01,RAS,KERNEL,INFO,generating core.32010
714,-,1782374686,2026.06.25,R33-M1-ND-C:J05-U11,2026-06-25-08.04.46.241192,R33-M1-ND-C:J05-U11,RAS,KERNEL,INFO,generating core.9651
715,-,1782374691,2026.06.25,R27-M0-N5-C:J10-U01,2026-06-25-08.04.51.398290,R27-M0-N5-C:J10-U01,RAS,KERNEL,INFO,generating core.10057
716,-,1782374693,2026.06.25,R37-M0-ND-C:J03-U11,2026-06-25-08.04.53.597467,R37-M0-ND-C:J03-U11,RAS,KERNEL,INFO,generating core.5939
717,-,1782374696,2026.06.25,R24-M0-NF-C:J15-U11,2026-06-25-08.04.56.873844,R24-M0-NF-C:J15-U11,RAS,KERNEL,INFO,generating core.12984
718,-,1782374740,2026.06.25,R20-M1-ND-C:J05-U11,2026-06-25-08.05.40.257666,R20-M1-ND-C:J05-U11,RAS,KERNEL,INFO,generating core.17467
719,-,1782374783,2026.06.25,R34-M1-NE-C:J03-U11,2026-06-25-08.06.23.523555,R34-M1-NE-C:J03-U11,RAS,KERNEL,INFO,generating core.29367
720,-,1782374842,2026.06.25,R30-M1-NA-C:J14-U01,2026-06-25-08.07.22.577390,R30-M1-NA-C:J14-U01,RAS,KERNEL,INFO,generating core.14852
721,-,1782374847,2026.06.25,R25-M1-N6-C:J07-U11,2026-06-25-08.07.27.686406,R25-M1-N6-C:J07-U11,RAS,KERNEL,INFO,generating core.4862
722,-,1782374897,2026.06.25,R25-M0-NB-C:J03-U11,2026-06-25-08.08.17.989294,R25-M0-NB-C:J03-U11,RAS,KERNEL,INFO,generating core.27323
723,-,1782374990,2026.06.25,R31-M1-NA-C:J08-U11,2026-06-25-08.09.50.718113,R31-M1-NA-C:J08-U11,RAS,KERNEL,INFO,generating core.26646
724,-,1782375036,2026.06.25,R37-M0-NC-C:J17-U11,2026-06-25-08.10.36.353961,R37-M0-NC-C:J17-U11,RAS,KERNEL,INFO,generating core.5428
725,-,1782375117,2026.06.25,R33-M1-N8-C:J15-U11,2026-06-25-08.11.57.269826,R33-M1-N8-C:J15-U11,RAS,KERNEL,INFO,generating core.12212
726,-,1782375155,2026.06.25,R26-M1-N8-C:J04-U01,2026-06-25-08.12.35.800441,R26-M1-N8-C:J04-U01,RAS,KERNEL,INFO,generating core.3343
727,-,1782375197,2026.06.25,R32-M0-N0-C:J09-U01,2026-06-25-08.13.17.861501,R32-M0-N0-C:J09-U01,RAS,KERNEL,INFO,generating core.19942
728,-,1782375235,2026.06.25,R32-M0-NC-C:J14-U11,2026-06-25-08.13.55.512356,R32-M0-NC-C:J14-U11,RAS,KERNEL,INFO,generating core.18324
729,-,1782375253,2026.06.25,R32-M0-N8-C:J09-U11,2026-06-25-08.14.13.758705,R32-M0-N8-C:J09-U11,RAS,KERNEL,INFO,generating core.3510
730,-,1782375314,2026.06.25,R22-M1-ND-C:J05-U11,2026-06-25-08.15.14.672865,R22-M1-ND-C:J05-U11,RAS,KERNEL,INFO,generating core.17851
731,-,1782375400,2026.06.25,R22-M0-ND-C:J15-U01,2026-06-25-08.16.40.775520,R22-M0-ND-C:J15-U01,RAS,KERNEL,INFO,generating core.30632
732,-,1782375459,2026.06.25,R21-M0-N2-C:J05-U01,2026-06-25-08.17.39.514426,R21-M0-N2-C:J05-U01,RAS,KERNEL,INFO,generating core.26735
733,-,1782375465,2026.06.25,R36-M0-NB-C:J12-U01,2026-06-25-08.17.45.483214,R36-M0-NB-C:J12-U01,RAS,KERNEL,INFO,generating core.18689
734,-,1782375473,2026.06.25,R31-M1-N9-C:J09-U11,2026-06-25-08.17.53.176405,R31-M1-N9-C:J09-U11,RAS,KERNEL,INFO,generating core.27698
735,-,1782375473,2026.06.25,R33-M1-NA-C:J12-U11,2026-06-25-08.17.53.768367,R33-M1-NA-C:J12-U11,RAS,KERNEL,INFO,generating core.10645
736,-,1782375523,2026.06.25,R33-M0-NF-C:J10-U11,2026-06-25-08.18.43.833592,R33-M0-NF-C:J10-U11,RAS,KERNEL,INFO,generating core.5009
737,-,1782375559,2026.06.25,R25-M1-ND-C:J10-U11,2026-06-25-08.19.19.369283,R25-M1-ND-C:J10-U11,RAS,KERNEL,INFO,generating core.5785
738,-,1782375624,2026.06.25,R23-M1-NF-C:J12-U11,2026-06-25-08.20.24.177487,R23-M1-NF-C:J12-U11,RAS,KERNEL,INFO,generating core.4505
739,-,1782375669,2026.06.25,R23-M0-NB-C:J11-U11,2026-06-25-08.21.09.146757,R23-M0-NB-C:J11-U11,RAS,KERNEL,INFO,generating core.27577
740,-,1782375728,2026.06.25,R32-M1-N1-C:J03-U11,2026-06-25-08.22.08.755303,R32-M1-N1-C:J03-U11,RAS,KERNEL,INFO,generating core.32755
741,-,1782375732,2026.06.25,R32-M1-N5-C:J02-U11,2026-06-25-08.22.12.573095,R32-M1-N5-C:J02-U11,RAS,KERNEL,INFO,generating core.30675
742,-,1782375734,2026.06.25,R35-M1-N0-C:J13-U01,2026-06-25-08.22.14.512036,R35-M1-N0-C:J13-U01,RAS,KERNEL,INFO,generating core.11493
743,-,1782375863,2026.06.25,R31-M0-NC-C:J03-U01,2026-06-25-08.24.23.192988,R31-M0-NC-C:J03-U01,RAS,KERNEL,INFO,generating core.5671
744,-,1782375913,2026.06.25,R37-M1-N8-C:J08-U11,2026-06-25-08.25.13.961438,R37-M1-N8-C:J08-U11,RAS,KERNEL,INFO,generating core.27926
745,-,1782375962,2026.06.25,R20-M0-N0-C:J02-U11,2026-06-25-08.26.02.932566,R20-M0-N0-C:J02-U11,RAS,KERNEL,INFO,generating core.15967
746,-,1782375990,2026.06.25,R21-M1-N0-C:J15-U01,2026-06-25-08.26.30.568471,R21-M1-N0-C:J15-U01,RAS,KERNEL,INFO,generating core.24172
747,-,1782375993,2026.06.25,R30-M1-NC-C:J17-U01,2026-06-25-08.26.33.672985,R30-M1-NC-C:J17-U01,RAS,KERNEL,INFO,generating core.29732
748,-,1782375994,2026.06.25,R30-M0-N4-C:J09-U11,2026-06-25-08.26.34.061585,R30-M0-N4-C:J09-U11,RAS,KERNEL,INFO,generating core.17526
749,-,1782376021,2026.06.25,R20-M1-N9-C:J12-U11,2026-06-25-08.27.01.549395,R20-M1-N9-C:J12-U11,RAS,KERNEL,INFO,generating core.19481
750,-,1782376103,2026.06.25,R37-M0-N1-C:J12-U01,2026-06-25-08.28.23.035466,R37-M0-N1-C:J12-U01,RAS,KERNEL,INFO,generating core.23873
751,-,1782376127,2026.06.25,R26-M0-NB-C:J04-U01,2026-06-25-08.28.47.879827,R26-M0-NB-C:J04-U01,RAS,KERNEL,INFO,generating core.14603
752,-,1782376202,2026.06.25,R26-M0-N1-C:J13-U11,2026-06-25-08.30.02.887826,R26-M0-N1-C:J13-U11,RAS,KERNEL,INFO,generating core.15737
753,-,1782376224,2026.06.25,R21-M1-N2-C:J02-U01,2026-06-25-08.30.24.077941,R21-M1-N2-C:J02-U01,RAS,KERNEL,INFO,generating core.23119
754,-,1782376246,2026.06.25,R22-M0-N3-C:J17-U01,2026-06-25-08.30.46.991101,R22-M0-N3-C:J17-U01,RAS,KERNEL,INFO,generating core.14824
755,-,1782376298,2026.06.25,R36-M1-N9-C:J17-U01,2026-06-25-08.31.38.857730,R36-M1-N9-C:J17-U01,RAS,KERNEL,INFO,generating core.15648
756,-,1782376319,2026.06.25,R33-M0-N2-C:J15-U11,2026-06-25-08.31.59.700674,R33-M0-N2-C:J15-U11,RAS,KERNEL,INFO,generating core.7156
757,-,1782376376,2026.06.25,R33-M0-NA-C:J05-U11,2026-06-25-08.32.56.050871,R33-M0-NA-C:J05-U11,RAS,KERNEL,INFO,generating core.22967
758,-,1782376441,2026.06.25,R06-M1-N8-C:J16-U11,2026-06-25-08.34.01.801467,R06-M1-N8-C:J16-U11,RAS,KERNEL,INFO,generating core.3980
759,-,1782376612,2026.06.25,R35-M1-N1-C:J12-U11,2026-06-25-08.36.52.006693,R35-M1-N1-C:J12-U11,RAS,KERNEL,INFO,generating core.11473
760,-,1782376621,2026.06.25,R34-M1-N7-C:J03-U11,2026-06-25-08.37.01.432424,R34-M1-N7-C:J03-U11,RAS,KERNEL,INFO,generating core.13043
761,-,1782376678,2026.06.25,R27-M0-N1-C:J05-U01,2026-06-25-08.37.58.144170,R27-M0-N1-C:J05-U01,RAS,KERNEL,INFO,generating core.28011
762,-,1782376687,2026.06.25,R21-M0-NA-C:J11-U11,2026-06-25-08.38.07.883472,R21-M0-NA-C:J11-U11,RAS,KERNEL,INFO,generating core.27197
763,-,1782376704,2026.06.25,R21-M0-N9-C:J17-U11,2026-06-25-08.38.24.661338,R21-M0-N9-C:J17-U11,RAS,KERNEL,INFO,generating core.27704
764,-,1782376735,2026.06.25,R21-M0-N5-C:J13-U11,2026-06-25-08.38.55.242675,R21-M0-N5-C:J13-U11,RAS,KERNEL,INFO,generating core.9337
765,-,1782376746,2026.06.25,R37-M0-N2-C:J09-U01,2026-06-25-08.39.06.071269,R37-M0-N2-C:J09-U01,RAS,KERNEL,INFO,generating core.22886
766,-,1782376760,2026.06.25,R37-M0-NC-C:J11-U11,2026-06-25-08.39.20.741521,R37-M0-NC-C:J11-U11,RAS,KERNEL,INFO,generating core.22325
767,-,1782376849,2026.06.25,R23-M1-N8-C:J09-U11,2026-06-25-08.40.49.158366,R23-M1-N8-C:J09-U11,RAS,KERNEL,INFO,generating core.23998
768,-,1782376858,2026.06.25,R00-M0-NA-C:J04-U01,2026-06-25-08.40.58.009585,R00-M0-NA-C:J04-U01,RAS,KERNEL,INFO,generating core.4615
769,-,1782376896,2026.06.25,R01-M0-NB-C:J07-U01,2026-06-25-08.41.36.229344,R01-M0-NB-C:J07-U01,RAS,KERNEL,INFO,generating core.1682
770,-,1782376914,2026.06.25,R00-M0-N9-C:J14-U01,2026-06-25-08.41.54.530299,R00-M0-N9-C:J14-U01,RAS,KERNEL,INFO,generating core.896
771,-,1782376943,2026.06.25,R04-M0-NB-C:J04-U01,2026-06-25-08.42.23.478160,R04-M0-NB-C:J04-U01,RAS,KERNEL,INFO,generating core.4675
772,-,1782376951,2026.06.25,R04-M0-NE-C:J17-U01,2026-06-25-08.42.31.391329,R04-M0-NE-C:J17-U01,RAS,KERNEL,INFO,generating core.84
773,-,1782376957,2026.06.25,R07-M1-ND-C:J02-U11,2026-06-25-08.42.37.063386,R07-M1-ND-C:J02-U11,RAS,KERNEL,INFO,generating core.1227
774,-,1782377052,2026.06.25,R33-M0-N6-C:J13-U11,2026-06-25-08.44.12.647847,R33-M0-N6-C:J13-U11,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 7"
775,-,1782377084,2026.06.25,R36-M1-ND-C:J04-U11,2026-06-25-08.44.44.668706,R36-M1-ND-C:J04-U11,RAS,KERNEL,INFO,generating core.59955
776,-,1782377086,2026.06.25,R20-M1-N2-C:J03-U11,2026-06-25-08.44.46.699143,R20-M1-N2-C:J03-U11,RAS,KERNEL,INFO,generating core.38143
777,-,1782377094,2026.06.25,R37-M0-N6-C:J09-U11,2026-06-25-08.44.54.979269,R37-M0-N6-C:J09-U11,RAS,KERNEL,INFO,generating core.41718
778,-,1782377100,2026.06.25,R36-M1-N2-C:J05-U11,2026-06-25-08.45.00.646467,R36-M1-N2-C:J05-U11,RAS,KERNEL,INFO,generating core.29431
779,-,1782377104,2026.06.25,R36-M0-NE-C:J05-U11,2026-06-25-08.45.04.957089,R36-M0-NE-C:J05-U11,RAS,KERNEL,INFO,generating core.33399
780,-,1782377112,2026.06.25,R31-M0-ND-C:J03-U11,2026-06-25-08.45.12.506676,R31-M0-ND-C:J03-U11,RAS,KERNEL,INFO,generating core.11379
781,-,1782377157,2026.06.25,R34-M0-N5-C:J03-U11,2026-06-25-08.45.57.691309,R34-M0-N5-C:J03-U11,RAS,KERNEL,INFO,generating core.36339
782,-,1782377171,2026.06.25,R33-M0-NF-C:J11-U01,2026-06-25-08.46.11.511552,R33-M0-NF-C:J11-U01,RAS,KERNEL,INFO,generating core.42833
783,-,1782377174,2026.06.25,R31-M1-NB-C:J05-U11,2026-06-25-08.46.14.016495,R31-M1-NB-C:J05-U11,RAS,KERNEL,INFO,generating core.20595
784,-,1782377191,2026.06.25,R21-M0-N7-C:J14-U01,2026-06-25-08.46.31.006933,R21-M0-N7-C:J14-U01,RAS,KERNEL,INFO,generating core.17560
785,-,1782377193,2026.06.25,R23-M0-NE-C:J16-U11,2026-06-25-08.46.33.558065,R23-M0-NE-C:J16-U11,RAS,KERNEL,INFO,generating core.17212
786,-,1782377284,2026.06.25,R36-M1-NF-C:J02-U01,2026-06-25-08.48.04.578440,R36-M1-NF-C:J02-U01,RAS,KERNEL,INFO,generating core.26131
787,-,1782377295,2026.06.25,R37-M0-N3-C:J13-U01,2026-06-25-08.48.15.431319,R37-M0-N3-C:J13-U01,RAS,KERNEL,INFO,generating core.45777
788,-,1782377307,2026.06.25,R24-M0-N2-C:J15-U01,2026-06-25-08.48.27.012426,R24-M0-N2-C:J15-U01,RAS,KERNEL,INFO,generating core.62940
789,-,1782377353,2026.06.25,R20-M0-N5-C:J03-U01,2026-06-25-08.49.13.017538,R20-M0-N5-C:J03-U01,RAS,KERNEL,INFO,generating core.27867
790,-,1782377359,2026.06.25,R27-M0-NB-C:J16-U01,2026-06-25-08.49.19.555134,R27-M0-NB-C:J16-U01,RAS,KERNEL,INFO,generating core.21016
791,-,1782377373,2026.06.25,R34-M0-N7-C:J13-U01,2026-06-25-08.49.33.757273,R34-M0-N7-C:J13-U01,RAS,KERNEL,INFO,generating core.465
792,-,1782377391,2026.06.25,R21-M0-N9-C:J16-U11,2026-06-25-08.49.51.288086,R21-M0-N9-C:J16-U11,RAS,KERNEL,INFO,generating core.55352
793,-,1782377409,2026.06.25,R37-M0-N5-C:J02-U11,2026-06-25-08.50.09.561762,R37-M0-N5-C:J02-U11,RAS,KERNEL,INFO,generating core.44723
794,-,1782377419,2026.06.25,R32-M0-N5-C:J02-U11,2026-06-25-08.50.19.300614,R32-M0-N5-C:J02-U11,RAS,KERNEL,INFO,generating core.36787
795,-,1782377523,2026.06.25,R10-M0-N2-C:J03-U01,2026-06-25-08.52.03.017975,R10-M0-N2-C:J03-U01,RAS,KERNEL,INFO,generating core.29903
796,-,1782377540,2026.06.25,R12-M1-N7-C:J08-U11,2026-06-25-08.52.20.526611,R12-M1-N7-C:J08-U11,RAS,KERNEL,INFO,generating core.33706
797,-,1782377574,2026.06.25,R17-M1-N6-C:J04-U11,2026-06-25-08.52.54.852657,R17-M1-N6-C:J04-U11,RAS,KERNEL,INFO,generating core.8879
798,-,1782377770,2026.06.25,R15-M0-NF-C:J11-U01,2026-06-25-08.56.10.731758,R15-M0-NF-C:J11-U01,RAS,KERNEL,INFO,generating core.50505
